0000000000000000004x`739`62`139`50`0000000000000000005n`1981-11-14 01:00:00.0`183`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`16547
000000000000000000c4`3573`121`127`291`0000000000000000006h`1981-07-28 02:00:00.0`4789`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`4013
0000000000000000003d`660`119`87`13`00000000000000000004`1978-09-18 02:00:00.0`127`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`16108
000000000000000000p7`3958`67`244`338`0000000000000000002w`1981-06-19 02:00:00.0`5249`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`16135
000000000000000000mt`3361`89`255`168`0000000000000000009b`1979-06-03 02:00:00.0`5163`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`4312
000000000000000000rr`1458`92`53`332`0000000000000000003u`1978-09-19 02:00:00.0`4754`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`20619
0000000000000000002s`1749`122`221`185`00000000000000000058`1981-08-17 02:00:00.0`106`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`5854
0000000000000000005q`3121`32`64`355`00000000000000000053`1982-09-09 02:00:00.0`212`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`16385
0000000000000000007d`4013`59`118`149`0000000000000000003p`1981-10-27 01:00:00.0`271`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`22353
0000000000000000009i`4628`95`41`86`0000000000000000002z`1981-01-18 01:00:00.0`348`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`9023
0000000000000000004k`2863`55`57`218`00000000000000000084`1982-04-07 02:00:00.0`170`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`23966
000000000000000000dh`494`58`190`54`0000000000000000001c`1982-03-30 02:00:00.0`4838`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`25371
000000000000000000ia`3201`51`35`180`0000000000000000006n`1979-04-16 01:00:00.0`5000`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`24110
000000000000000000kn`4890`131`33`6`0000000000000000004g`1980-10-14 01:00:00.0`5085`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`8666
000000000000000000h9`183`63`110`156`0000000000000000003g`1976-12-21 01:00:00.0`4963`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`24494
00000000000000000059`790`38`116`20`0000000000000000005h`1979-09-14 02:00:00.0`195`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`27130
000000000000000000vs`1986`103`102`163`00000000000000000025`1977-09-29 01:00:00.0`6250`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`6882
000000000000000000j2`2011`7`125`202`0000000000000000007v`1979-01-29 01:00:00.0`5028`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`15024
000000000000000000ce`340`22`223`207`00000000000000000087`1977-01-29 01:00:00.0`4799`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`18
000000000000000000q2`46`68`262`337`0000000000000000006q`1980-09-08 02:00:00.0`5280`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`4115
000000000000000000kp`2714`25`126`282`0000000000000000006m`1981-02-27 01:00:00.0`5087`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`25070
00000000000000000091`14`84`249`269`0000000000000000003q`1982-06-20 02:00:00.0`331`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`263
000000000000000000eu`826`43`76`224`0000000000000000004y`1976-12-27 01:00:00.0`4887`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`8333
0000000000000000001l`3297`109`206`74`00000000000000000075`1979-07-31 02:00:00.0`63`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`16285
000000000000000000ba`4390`27`14`23`00000000000000000054`1977-09-18 02:00:00.0`508`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`27569
000000000000000000et`901`90`215`142`0000000000000000007p`1977-04-20 01:00:00.0`4886`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`15665
000000000000000000c2`3124`3`44`137`0000000000000000003v`1980-04-22 02:00:00.0`4787`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`18978
000000000000000000mh`4190`78`135`289`0000000000000000003j`1979-07-03 02:00:00.0`5151`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`13558
000000000000000000u4`897`10`136`158`0000000000000000007n`1982-06-30 02:00:00.0`6190`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`26912
000000000000000000l9`2888`101`117`72`0000000000000000002f`1978-08-24 02:00:00.0`5107`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`12268
000000000000000000un`273`141`15`240`0000000000000000006s`1977-06-05 02:00:00.0`6209`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`26016
000000000000000000n6`2559`112`50`186`00000000000000000082`1977-10-10 01:00:00.0`5176`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`14735
000000000000000000v8`876`37`13`8`00000000000000000086`1980-11-08 01:00:00.0`6230`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`23276
000000000000000000k0`1649`71`168`208`00000000000000000073`1980-01-27 01:00:00.0`5062`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`4935
000000000000000000t6`3070`79`185`201`0000000000000000001h`1979-05-24 01:00:00.0`6156`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`18080
000000000000000000ct`1004`36`149`181`00000000000000000065`1981-11-15 01:00:00.0`4814`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`24052
0000000000000000002h`2481`120`86`267`0000000000000000001s`1980-10-22 01:00:00.0`95`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`20169
000000000000000000kq`320`93`218`276`0000000000000000008r`1982-06-10 02:00:00.0`5088`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`23224
00000000000000000072`3143`4`54`113`0000000000000000003a`1982-02-17 01:00:00.0`260`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`19799
000000000000000000pp`3132`104`180`211`00000000000000000015`1982-11-04 01:00:00.0`5267`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`15291
000000000000000000pw`4662`138`6`266`0000000000000000001l`1978-06-24 02:00:00.0`5274`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`70
000000000000000000h4`4869`133`156`214`0000000000000000005a`1981-09-24 02:00:00.0`4958`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`16699
000000000000000000l7`848`107`20`49`00000000000000000089`1977-03-11 01:00:00.0`5105`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`5272
0000000000000000003v`4297`48`163`265`0000000000000000007l`1980-04-28 02:00:00.0`145`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`18712
000000000000000000u3`3348`124`202`96`0000000000000000000z`1977-08-07 02:00:00.0`6189`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`10289
000000000000000000n2`1032`77`207`320`0000000000000000000x`1983-02-27 01:00:00.0`5172`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`14952
0000000000000000003c`846`134`269`248`00000000000000000032`1979-07-11 02:00:00.0`126`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`18035
000000000000000000fz`2868`139`224`154`00000000000000000038`1978-06-23 02:00:00.0`3`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`11494
0000000000000000004v`4945`127`74`177`0000000000000000002u`1980-09-29 01:00:00.0`181`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`18200
0000000000000000008u`1552`87`23`205`0000000000000000003h`1982-06-03 02:00:00.0`324`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`4027
000000000000000000j1`1505`53`142`285`00000000000000000067`1980-12-31 01:00:00.0`5027`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`24988
000000000000000000ar`1596`64`137`347`0000000000000000007a`1979-05-11 01:00:00.0`489`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`9106
000000000000000000g6`4101`118`158`268`0000000000000000003i`1982-12-10 01:00:00.0`4924`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`3345
000000000000000000q7`1791`41`72`175`0000000000000000006x`1981-11-24 01:00:00.0`5285`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`9225
0000000000000000007z`110`57`240`247`00000000000000000024`1977-07-18 02:00:00.0`293`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`7620
000000000000000000gh`2644`35`186`278`0000000000000000005q`1980-09-15 02:00:00.0`4935`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`16792
000000000000000000fs`2228`33`8`165`0000000000000000008n`1982-09-22 02:00:00.0`6299`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`18626
000000000000000000tp`1361`110`208`254`0000000000000000000e`1979-12-17 01:00:00.0`6175`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`7116
000000000000000000vq`243`116`201`174`0000000000000000005z`1979-07-18 02:00:00.0`6248`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`21780
000000000000000000sa`4330`102`181`153`00000000000000000018`1978-03-18 01:00:00.0`4773`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`27095
0000000000000000000k`2188`125`267`143`0000000000000000003r`1979-02-21 01:00:00.0`26`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`26895
000000000000000000ws`1101`126`113`106`0000000000000000003s`1979-04-08 01:00:00.0`6127`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`8154
0000000000000000001h`4917`76`211`17`00000000000000000039`1979-01-31 01:00:00.0`59`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`19577
000000000000000000ou`4107`14`266`128`0000000000000000000f`1978-05-05 01:00:00.0`5236`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`14473
000000000000000000au`2145`44`214`301`0000000000000000001e`1977-01-23 01:00:00.0`492`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`2120
0000000000000000002p`1523`135`49`189`00000000000000000083`1976-10-26 01:00:00.0`103`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`12784
000000000000000000fn`3418`136`265`236`0000000000000000000d`1979-04-11 01:00:00.0`6294`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`1155
000000000000000000vd`1522`117`96`82`0000000000000000004o`1977-03-26 01:00:00.0`6235`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`11269
000000000000000000ja`4379`15`248`114`00000000000000000098`1981-08-15 02:00:00.0`5036`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`26776
000000000000000000pi`2638`50`154`309`00000000000000000055`1977-05-24 02:00:00.0`5260`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`4061
000000000000000000t7`815`13`177`21`00000000000000000045`1982-12-07 01:00:00.0`6157`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`20715
000000000000000000o0`1097`86`205`70`0000000000000000002e`1980-09-14 02:00:00.0`5206`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`12639
000000000000000000q5`4681`54`268`349`00000000000000000062`1976-06-14 02:00:00.0`5283`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`9630
000000000000000000g3`3165`6`175`313`0000000000000000001i`1980-03-29 01:00:00.0`4921`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`22508
000000000000000000sq`331`20`247`66`00000000000000000050`1982-04-08 02:00:00.0`6140`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`18299
000000000000000000qs`1406`74`165`220`00000000000000000006`1979-03-10 01:00:00.0`5306`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`5813
000000000000000000lt`2898`23`254`232`0000000000000000004c`1982-01-05 01:00:00.0`5127`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`6463
000000000000000000iq`863`142`174`263`0000000000000000000k`1979-11-05 01:00:00.0`5016`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`8490
00000000000000000045`882`137`153`204`0000000000000000004j`1982-12-29 01:00:00.0`155`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`26729
0000000000000000001t`2003`72`143`259`0000000000000000005m`1982-02-05 01:00:00.0`71`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`19988
00000000000000000089`3788`8`106`75`0000000000000000005r`1978-01-25 01:00:00.0`303`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`19947
000000000000000000lw`3338`113`17`250`0000000000000000009d`1976-11-03 01:00:00.0`5130`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`26789
000000000000000000uu`1451`49`128`253`0000000000000000007u`1980-07-26 02:00:00.0`6216`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`19309
000000000000000000ty`1818`96`189`65`0000000000000000007h`1981-03-26 01:00:00.0`6184`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`19792
000000000000000000ak`4034`106`236`252`00000000000000000068`1980-03-09 01:00:00.0`482`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`5355
00000000000000000049`2533`17`82`152`00000000000000000022`1979-09-07 02:00:00.0`159`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`24437
000000000000000000rz`1206`128`114`28`0000000000000000000n`1977-05-30 02:00:00.0`4762`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`13336
000000000000000000p4`1105`82`21`199`0000000000000000003y`1977-01-14 01:00:00.0`5246`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`26975
000000000000000000ro`3817`114`70`129`0000000000000000003t`1982-06-26 02:00:00.0`5338`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`27514
000000000000000000hq`3277`21`66`327`00000000000000000081`1979-05-18 01:00:00.0`4980`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`22997
00000000000000000040`3210`70`220`81`0000000000000000004e`1981-05-30 02:00:00.0`150`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`121
000000000000000000pe`146`66`232`88`00000000000000000020`1976-08-15 02:00:00.0`5256`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`27471
000000000000000000j6`4362`75`263`270`0000000000000000006o`1978-01-16 01:00:00.0`5032`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`4820
000000000000000000iy`3503`65`204`193`00000000000000000056`1981-05-02 02:00:00.0`5024`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`11451
0000000000000000005u`3389`28`259`307`00000000000000000008`1976-08-23 02:00:00.0`216`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`19498
000000000000000000dv`2553`129`75`272`0000000000000000005s`1979-12-25 01:00:00.0`4852`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`18134
000000000000000000mu`522`81`250`9`0000000000000000005l`1980-12-30 01:00:00.0`5164`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`9156
00000000000000000055`777`88`253`234`00000000000000000051`1979-03-13 01:00:00.0`191`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`15445
000000000000000000p8`2847`9`65`30`0000000000000000007f`1982-07-01 02:00:00.0`5250`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`10188
000000000000000000rm`3477`30`252`100`0000000000000000007o`1982-09-07 02:00:00.0`5336`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`4133
000000000000000000b5`5003`100`152`303`00000000000000000035`1980-07-09 02:00:00.0`503`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`2597
000000000000000000lf`4974`1`28`1`0000000000000000005v`1978-06-27 02:00:00.0`5113`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`27585
0000000000000000004m`3263`26`199`26`0000000000000000007e`1982-12-04 01:00:00.0`172`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`8673
000000000000000000tw`2384`111`129`336`0000000000000000005y`1979-07-06 02:00:00.0`6182`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`1577
0000000000000000000o`558`115`81`111`0000000000000000001d`1977-11-20 01:00:00.0`30`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`24808
000000000000000000nm`2901`47`88`115`0000000000000000007d`1977-12-23 01:00:00.0`5192`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`3115
00000000000000000037`1040`108`270`47`0000000000000000002o`1976-04-30 01:00:00.0`121`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`3679
0000000000000000000z`1318`73`193`213`0000000000000000008w`1977-10-04 01:00:00.0`41`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`2699
000000000000000000qw`4752`12`9`298`0000000000000000006w`1979-11-20 01:00:00.0`5310`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`933
000000000000000000d0`172`40`234`172`0000000000000000004a`1979-11-06 01:00:00.0`4821`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`25539
0000000000000000003t`141`31`30`237`0000000000000000004x`1979-10-07 01:00:00.0`143`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`9346
000000000000000000xb`478`46`100`108`0000000000000000005p`1977-04-19 01:00:00.0`3912`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`27224
000000000000000000j8`2756`61`1`279`0000000000000000007x`1980-02-23 01:00:00.0`5034`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`27366
000000000000000000m8`2492`16`26`191`0000000000000000007g`1977-06-22 02:00:00.0`5142`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`22133
0000000000000000007n`874`29`111`73`0000000000000000004v`1983-01-18 01:00:00.0`281`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`25426
000000000000000000mq`1531`98`115`12`0000000000000000006v`1977-10-17 01:00:00.0`5160`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`5790
0000000000000000009z`266`85`47`312`0000000000000000007q`1981-12-26 01:00:00.0`365`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`897
000000000000000000wf`2601`123`213`40`0000000000000000004l`1982-09-18 02:00:00.0`6273`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`16827
000000000000000000cj`3354`105`172`31`00000000000000000072`1977-02-15 01:00:00.0`4804`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`22101
000000000000000000vl`3707`19`237`323`0000000000000000004u`1977-12-13 01:00:00.0`6243`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`25575
00000000000000000004`4837`99`108`326`00000000000000000049`1977-12-30 01:00:00.0`10`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`25443
0000000000000000006k`3319`91`191`148`0000000000000000003z`1978-06-25 02:00:00.0`242`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`22729
000000000000000000q6`1310`11`73`157`0000000000000000002y`1982-01-13 01:00:00.0`5284`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`12
00000000000000000026`4700`34`12`46`0000000000000000000h`1978-01-18 01:00:00.0`84`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`2663
000000000000000000a5`839`42`40`187`0000000000000000003k`1981-11-25 01:00:00.0`371`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`17497
000000000000000000oy`2448`83`31`287`0000000000000000008d`1977-09-15 02:00:00.0`5240`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`5007
000000000000000000by`4334`140`148`284`00000000000000000059`1976-10-25 01:00:00.0`4752`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`11417
000000000000000000x7`1723`132`157`321`0000000000000000006k`1979-02-11 01:00:00.0`3908`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`22579
000000000000000000co`1587`45`46`274`0000000000000000002a`1977-08-26 02:00:00.0`4809`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`18327
000000000000000000ih`3570`39`187`61`00000000000000000036`1980-04-15 02:00:00.0`5007`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`11669
000000000000000000n0`483`5`61`245`0000000000000000008l`1979-11-25 01:00:00.0`5170`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`23573
00000000000000000070`147`130`245`316`0000000000000000000l`1978-09-09 02:00:00.0`258`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`4254
0000000000000000004d`1350`97`144`144`0000000000000000001y`1980-01-05 01:00:00.0`163`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`18487
0000000000000000000d`4457`56`231`231`0000000000000000008p`1977-11-28 01:00:00.0`19`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`17414
000000000000000000lb`2781`18`16`16`0000000000000000001u`1982-11-24 01:00:00.0`5109`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`13821
00000000000000000066`3967`60`226`331`00000000000000000064`1981-09-16 02:00:00.0`228`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`8424
000000000000000000js`3892`2`261`226`0000000000000000006g`1976-10-14 01:00:00.0`5054`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`24262
00000000000000000024`4415`52`29`261`0000000000000000007b`1977-05-03 01:00:00.0`82`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`16517
000000000000000000f9`303`69`159`29`0000000000000000005o`1982-05-29 02:00:00.0`6280`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`14009
000000000000000000sc`4008`94`98`159`00000000000000000077`1980-03-11 01:00:00.0`4775`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`9189
0000000000000000003u`2090`24`85`98`00000000000000000023`1977-05-29 02:00:00.0`144`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`23431
00000000000000000016`3226`80`192`85`0000000000000000006y`1981-05-28 02:00:00.0`48`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`13358
000000000000000000uw`201`62`123`192`00000000000000000071`1977-11-09 01:00:00.0`6218`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`15883
000000000000000000mr`1852`121`171`308`0000000000000000001t`1982-09-25 02:00:00.0`5161`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`1996
000000000000000000qo`2304`119`105`354`00000000000000000070`1980-04-26 02:00:00.0`5302`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`17615
00000000000000000011`4617`67`19`123`00000000000000000048`1976-11-25 01:00:00.0`43`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`15352
00000000000000000096`2214`89`99`171`0000000000000000000s`1979-11-16 01:00:00.0`336`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`14832
000000000000000000k9`535`92`91`105`0000000000000000005j`1981-01-24 01:00:00.0`5071`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`6750
0000000000000000006v`1544`122`151`350`0000000000000000003l`1983-03-27 01:00:00.0`253`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`6855
000000000000000000az`1033`32`167`19`00000000000000000093`1978-01-15 01:00:00.0`497`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`18694
000000000000000000rl`905`59`11`99`00000000000000000029`1982-05-04 02:00:00.0`5335`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`23572
0000000000000000004q`3360`95`241`330`0000000000000000002g`1981-12-09 01:00:00.0`176`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`4012
0000000000000000000n`727`55`212`91`0000000000000000007i`1979-12-20 01:00:00.0`29`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`7706
00000000000000000007`2865`58`34`348`0000000000000000005d`1982-10-03 01:00:00.0`13`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`22085
000000000000000000bh`4900`51`256`151`0000000000000000008j`1976-06-10 02:00:00.0`515`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`26202
000000000000000000c6`4972`131`251`167`0000000000000000007k`1981-02-22 01:00:00.0`4791`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`18423
000000000000000000dy`3145`63`164`306`00000000000000000009`1976-08-02 02:00:00.0`4855`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`4404
0000000000000000004g`87`38`228`11`0000000000000000006i`1982-06-04 02:00:00.0`166`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`27647
000000000000000000bs`2637`103`179`286`0000000000000000000u`1981-02-28 01:00:00.0`4913`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`11775
000000000000000000ec`2978`7`42`241`0000000000000000002s`1978-12-22 01:00:00.0`4869`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`11852
000000000000000000br`829`22`83`212`0000000000000000008f`1980-09-09 02:00:00.0`4912`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`21145
000000000000000000lk`3733`68`140`34`00000000000000000001`1980-12-15 01:00:00.0`5118`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`16696
000000000000000000m6`93`25`132`256`0000000000000000000q`1976-10-09 01:00:00.0`5140`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`17431
0000000000000000001j`3509`84`45`325`0000000000000000009c`1976-07-12 02:00:00.0`61`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`17935
000000000000000000uy`792`43`161`251`00000000000000000033`1979-08-22 02:00:00.0`6220`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`13064
000000000000000000ue`3795`109`150`164`00000000000000000037`1981-04-08 02:00:00.0`6200`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`14897
000000000000000000l5`3751`27`39`228`0000000000000000001b`1980-11-10 01:00:00.0`5103`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`4725
000000000000000000jj`1155`90`5`179`0000000000000000005x`1980-09-06 02:00:00.0`5045`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`24849
000000000000000000c9`1923`3`130`42`0000000000000000008a`1982-05-27 02:00:00.0`4794`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`13037
000000000000000000p9`3380`78`97`83`0000000000000000004s`1979-11-14 01:00:00.0`5251`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`17403
000000000000000000gr`559`10`235`140`0000000000000000006l`1979-04-07 01:00:00.0`4945`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`11159
00000000000000000021`2960`101`56`132`00000000000000000030`1977-03-16 01:00:00.0`79`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`156
00000000000000000079`4521`141`258`341`0000000000000000007r`1982-12-13 01:00:00.0`267`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`6457
000000000000000000x4`2900`112`162`351`0000000000000000005b`1983-02-03 01:00:00.0`3905`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`19256
0000000000000000007r`981`37`176`45`00000000000000000021`1980-03-03 01:00:00.0`285`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`15993
000000000000000000eg`2474`71`18`161`0000000000000000000c`1981-01-20 01:00:00.0`4873`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`27394
000000000000000000ib`2221`79`60`150`0000000000000000008o`1982-08-03 02:00:00.0`5001`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`17326
0000000000000000002e`948`36`200`39`00000000000000000014`1977-11-14 01:00:00.0`92`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`2296
0000000000000000006n`3100`120`155`5`0000000000000000000v`1982-01-16 01:00:00.0`245`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`349
000000000000000000c5`2774`93`2`130`0000000000000000008z`1979-03-30 01:00:00.0`4790`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`24788
0000000000000000003p`3554`4`52`353`00000000000000000092`1983-02-26 01:00:00.0`139`2012-10-17 02:00:00.0`2013-05-08 02:00:00.0`21570
000000000000000000i7`2822`104`222`97`00000000000000000044`1979-06-12 02:00:00.0`4997`2012-10-16 02:00:00.0`2013-05-08 02:00:00.0`19543
