000000000000000000it`1970-09-13 02:00:00.0`1971-11-17 01:00:00.0`00000000000000000002`1970-01-15 01:00:00.0`1972-01-01 01:00:00.0`1971-11-04 01:00:00.0`00000000000000000001`21424`2012-06-23 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ch`1970-12-13 01:00:00.0`1971-10-05 01:00:00.0`00000000000000000004`1970-02-14 01:00:00.0`1972-03-14 01:00:00.0`1972-04-06 01:00:00.0`00000000000000000002`21167`2012-06-12 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000fz`1970-02-23 01:00:00.0`1971-12-28 01:00:00.0`00000000000000000005`1970-04-28 01:00:00.0`1971-11-15 01:00:00.0`1972-04-18 01:00:00.0`00000000000000000001`21322`2012-07-06 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000mw`1970-08-10 02:00:00.0`1971-12-01 01:00:00.0`00000000000000000003`1970-01-16 01:00:00.0`1972-06-08 02:00:00.0`1972-03-21 01:00:00.0`00000000000000000002`21571`2012-06-17 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000006j`1970-03-06 01:00:00.0`1972-10-03 01:00:00.0`00000000000000000001`1970-02-20 01:00:00.0`1972-06-20 02:00:00.0`1971-11-13 01:00:00.0`00000000000000000001`20953`2012-07-15 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000001k`1970-11-12 01:00:00.0`1972-07-05 02:00:00.0`00000000000000000002`1970-01-14 01:00:00.0`1972-04-28 01:00:00.0`1971-11-03 01:00:00.0`00000000000000000002`20774`2012-06-10 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000cf`1970-04-29 01:00:00.0`1972-03-20 01:00:00.0`00000000000000000004`1970-03-28 01:00:00.0`1972-04-24 01:00:00.0`1972-01-29 01:00:00.0`00000000000000000001`21165`2012-06-22 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ej`1970-02-11 01:00:00.0`1972-04-19 01:00:00.0`00000000000000000005`1970-02-24 01:00:00.0`1972-01-11 01:00:00.0`1971-09-27 01:00:00.0`00000000000000000002`21241`2012-07-11 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000dd`1970-02-27 01:00:00.0`1971-09-03 02:00:00.0`00000000000000000003`1970-01-07 01:00:00.0`1972-02-24 01:00:00.0`1972-03-16 01:00:00.0`00000000000000000001`21199`2012-07-07 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000b2`1970-07-10 02:00:00.0`1971-12-12 01:00:00.0`00000000000000000001`1970-01-21 01:00:00.0`1972-05-13 01:00:00.0`1972-01-06 01:00:00.0`00000000000000000002`21116`2012-06-09 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000076`1970-10-25 01:00:00.0`1972-07-30 02:00:00.0`00000000000000000002`1970-03-16 01:00:00.0`1972-03-01 01:00:00.0`1971-11-19 01:00:00.0`00000000000000000001`20976`2012-06-15 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000i6`1970-10-01 01:00:00.0`1972-01-15 01:00:00.0`00000000000000000004`1970-01-24 01:00:00.0`1972-06-02 02:00:00.0`1971-11-26 01:00:00.0`00000000000000000002`21401`2012-07-18 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000nw`1970-02-05 01:00:00.0`1972-03-05 01:00:00.0`00000000000000000005`1970-03-14 01:00:00.0`1972-01-16 01:00:00.0`1972-03-10 01:00:00.0`00000000000000000001`21607`2012-07-19 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000004i`1970-02-03 01:00:00.0`1972-02-29 01:00:00.0`00000000000000000003`1970-01-09 01:00:00.0`1972-01-04 01:00:00.0`1971-09-08 02:00:00.0`00000000000000000002`20880`2012-07-02 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000004w`1970-04-21 01:00:00.0`1972-01-10 01:00:00.0`00000000000000000001`1970-04-24 01:00:00.0`1972-05-31 02:00:00.0`1971-09-29 01:00:00.0`00000000000000000001`20894`2012-06-28 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000f0`1970-04-27 01:00:00.0`1971-12-15 01:00:00.0`00000000000000000002`1970-02-19 01:00:00.0`1971-11-25 01:00:00.0`1971-12-08 01:00:00.0`00000000000000000002`21258`2012-07-17 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000lz`1970-04-13 01:00:00.0`1972-06-17 02:00:00.0`00000000000000000004`1970-04-07 01:00:00.0`1972-04-30 01:00:00.0`1971-08-31 02:00:00.0`00000000000000000001`21538`2012-07-23 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000aq`1970-12-07 01:00:00.0`1971-10-17 01:00:00.0`00000000000000000005`1970-04-17 01:00:00.0`1972-06-15 02:00:00.0`1971-09-25 02:00:00.0`00000000000000000002`21104`2012-06-20 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000h2`1970-05-06 01:00:00.0`1972-04-25 01:00:00.0`00000000000000000003`1970-01-18 01:00:00.0`1972-06-19 02:00:00.0`1971-12-19 01:00:00.0`00000000000000000001`21361`2012-07-05 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000n1`1970-08-12 02:00:00.0`1972-02-06 01:00:00.0`00000000000000000001`1970-03-24 01:00:00.0`1972-05-11 01:00:00.0`1971-12-23 01:00:00.0`00000000000000000002`21576`2012-06-18 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000a5`1970-09-20 02:00:00.0`1972-01-01 01:00:00.0`00000000000000000002`1970-04-25 01:00:00.0`1972-08-10 02:00:00.0`1971-10-16 01:00:00.0`00000000000000000001`21083`2012-06-14 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000bd`1970-05-07 01:00:00.0`1972-03-14 01:00:00.0`00000000000000000004`1970-01-22 01:00:00.0`1971-10-22 01:00:00.0`1972-03-30 01:00:00.0`00000000000000000002`21127`2012-07-20 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000f4`1970-09-07 02:00:00.0`1971-11-15 01:00:00.0`00000000000000000005`1970-03-12 01:00:00.0`1972-09-02 02:00:00.0`1972-02-18 01:00:00.0`00000000000000000001`21658`2012-07-16 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000000i`1970-03-18 01:00:00.0`1972-06-08 02:00:00.0`00000000000000000003`1970-03-08 01:00:00.0`1972-04-07 01:00:00.0`1971-12-16 01:00:00.0`00000000000000000002`21279`2012-07-22 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000d0`1970-07-26 02:00:00.0`1972-06-20 02:00:00.0`00000000000000000001`1970-03-17 01:00:00.0`1971-11-02 01:00:00.0`1972-03-08 01:00:00.0`00000000000000000001`21186`2012-06-13 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000001o`1970-11-08 01:00:00.0`1972-04-28 01:00:00.0`00000000000000000002`1970-03-07 01:00:00.0`1972-07-10 02:00:00.0`1971-11-11 01:00:00.0`00000000000000000002`20778`2012-07-13 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000fb`1970-01-15 01:00:00.0`1972-04-24 01:00:00.0`00000000000000000004`1970-01-29 01:00:00.0`1971-12-26 01:00:00.0`1971-09-11 02:00:00.0`00000000000000000001`21665`2012-07-21 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000005k`1970-08-04 02:00:00.0`1972-01-11 01:00:00.0`00000000000000000005`1970-03-23 01:00:00.0`1971-10-10 01:00:00.0`1971-10-09 01:00:00.0`00000000000000000002`20918`2012-06-11 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000004b`1970-02-14 01:00:00.0`1972-02-24 01:00:00.0`00000000000000000003`1970-03-30 01:00:00.0`1971-10-26 01:00:00.0`1971-09-30 01:00:00.0`00000000000000000001`20873`2012-06-29 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000np`1970-05-16 01:00:00.0`1972-05-13 01:00:00.0`00000000000000000001`1970-01-10 01:00:00.0`1972-03-07 01:00:00.0`1972-01-25 01:00:00.0`00000000000000000002`21600`2012-06-27 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000dl`1970-05-17 01:00:00.0`1972-03-01 01:00:00.0`00000000000000000002`1970-01-31 01:00:00.0`1972-06-22 02:00:00.0`1972-02-03 01:00:00.0`00000000000000000001`21207`2012-07-10 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000gu`1970-04-28 01:00:00.0`1972-06-02 02:00:00.0`00000000000000000004`1970-04-11 01:00:00.0`1972-05-29 02:00:00.0`1971-10-15 01:00:00.0`00000000000000000002`21353`2012-06-30 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000h9`1970-01-16 01:00:00.0`1972-01-16 01:00:00.0`00000000000000000005`1970-01-02 01:00:00.0`1971-10-04 01:00:00.0`1972-03-04 01:00:00.0`00000000000000000001`21368`2012-07-01 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000002`1970-02-20 01:00:00.0`1972-01-04 01:00:00.0`00000000000000000003`1970-01-27 01:00:00.0`1971-10-02 01:00:00.0`1971-10-30 01:00:00.0`00000000000000000002`21263`2012-06-24 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000001g`1970-10-19 01:00:00.0`1972-05-31 02:00:00.0`00000000000000000001`1970-04-22 01:00:00.0`1971-12-18 01:00:00.0`1972-01-21 01:00:00.0`00000000000000000001`20770`2012-06-19 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000009j`1970-01-14 01:00:00.0`1971-11-25 01:00:00.0`00000000000000000002`1970-04-26 01:00:00.0`1971-12-24 01:00:00.0`1972-04-17 01:00:00.0`00000000000000000002`21061`2012-07-12 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ni`1970-12-05 01:00:00.0`1972-04-30 01:00:00.0`00000000000000000004`1970-02-17 01:00:00.0`1971-12-10 01:00:00.0`1971-09-15 02:00:00.0`00000000000000000001`21593`2012-07-14 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000mf`1970-06-18 02:00:00.0`1972-06-15 02:00:00.0`00000000000000000005`1970-04-19 01:00:00.0`1972-08-04 02:00:00.0`1972-04-12 01:00:00.0`00000000000000000002`21554`2012-07-04 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ma`1970-11-29 01:00:00.0`1972-06-19 02:00:00.0`00000000000000000003`1970-03-15 01:00:00.0`1972-01-02 01:00:00.0`1971-09-28 01:00:00.0`00000000000000000001`21549`2012-07-08 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000io`1970-07-05 02:00:00.0`1972-05-11 01:00:00.0`00000000000000000001`1970-01-13 01:00:00.0`1972-04-09 01:00:00.0`1972-02-05 01:00:00.0`00000000000000000002`21419`2012-06-16 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000008v`1970-05-30 01:00:00.0`1972-08-10 02:00:00.0`00000000000000000002`1970-02-10 01:00:00.0`1972-05-18 01:00:00.0`1971-12-06 01:00:00.0`00000000000000000001`21037`2012-06-25 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000066`1970-03-28 01:00:00.0`1971-10-22 01:00:00.0`00000000000000000004`1970-02-01 01:00:00.0`1972-01-03 01:00:00.0`1971-11-23 01:00:00.0`00000000000000000002`20940`2012-06-26 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000k7`1970-08-07 02:00:00.0`1972-09-02 02:00:00.0`00000000000000000005`1970-02-16 01:00:00.0`1972-05-05 01:00:00.0`1972-03-09 01:00:00.0`00000000000000000001`21474`2012-07-03 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000kk`1970-02-24 01:00:00.0`1972-04-07 01:00:00.0`00000000000000000003`1970-03-03 01:00:00.0`1971-11-14 01:00:00.0`1971-12-31 01:00:00.0`00000000000000000002`21487`2012-06-21 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000001x`1970-06-30 02:00:00.0`1971-11-02 01:00:00.0`00000000000000000001`1970-01-17 01:00:00.0`1972-03-23 01:00:00.0`1972-02-17 01:00:00.0`00000000000000000001`20787`2012-07-09 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000lt`1970-01-07 01:00:00.0`1972-07-10 02:00:00.0`00000000000000000002`1970-01-30 01:00:00.0`1972-07-06 02:00:00.0`1971-12-13 01:00:00.0`00000000000000000002`21532`2012-06-23 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000006e`1970-06-06 02:00:00.0`1971-12-26 01:00:00.0`00000000000000000004`1970-04-09 01:00:00.0`1971-09-13 02:00:00.0`1971-09-18 02:00:00.0`00000000000000000001`20948`2012-06-12 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000002m`1970-01-21 01:00:00.0`1971-10-10 01:00:00.0`00000000000000000005`1970-03-27 01:00:00.0`1972-08-28 02:00:00.0`1971-12-07 01:00:00.0`00000000000000000002`20812`2012-07-06 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000bu`1970-06-13 02:00:00.0`1971-10-26 01:00:00.0`00000000000000000003`1970-05-04 01:00:00.0`1972-04-01 01:00:00.0`1971-11-29 01:00:00.0`00000000000000000001`21144`2012-06-17 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000bf`1970-07-22 02:00:00.0`1972-03-07 01:00:00.0`00000000000000000001`1970-04-16 01:00:00.0`1971-10-13 01:00:00.0`1972-01-28 01:00:00.0`00000000000000000002`21129`2012-07-15 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000gk`1970-07-27 02:00:00.0`1972-06-22 02:00:00.0`00000000000000000002`1970-01-20 01:00:00.0`1972-01-12 01:00:00.0`1972-02-13 01:00:00.0`00000000000000000001`21343`2012-06-10 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000a1`1970-12-04 01:00:00.0`1972-05-29 02:00:00.0`00000000000000000004`1970-04-10 01:00:00.0`1972-01-13 01:00:00.0`1971-09-10 02:00:00.0`00000000000000000002`21079`2012-06-22 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000008h`1970-10-10 01:00:00.0`1971-10-04 01:00:00.0`00000000000000000005`1970-04-02 01:00:00.0`1971-12-25 01:00:00.0`1972-03-29 01:00:00.0`00000000000000000001`21023`2012-07-11 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000o3`1970-09-27 01:00:00.0`1971-10-02 01:00:00.0`00000000000000000003`1970-01-12 01:00:00.0`1971-09-14 02:00:00.0`1971-10-03 01:00:00.0`00000000000000000002`21614`2012-07-07 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000009k`1970-08-13 02:00:00.0`1971-12-18 01:00:00.0`00000000000000000001`1970-02-04 01:00:00.0`1971-10-19 01:00:00.0`1972-02-10 01:00:00.0`00000000000000000001`21062`2012-06-09 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000o8`1970-03-16 01:00:00.0`1971-12-24 01:00:00.0`00000000000000000002`1970-02-12 01:00:00.0`1972-06-16 02:00:00.0`1972-04-14 01:00:00.0`00000000000000000002`21619`2012-06-15 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000d6`1970-01-24 01:00:00.0`1972-09-25 02:00:00.0`00000000000000000004`1970-03-25 01:00:00.0`1971-09-12 02:00:00.0`1972-02-25 01:00:00.0`00000000000000000001`21192`2012-07-18 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000060`1970-05-23 01:00:00.0`1971-12-10 01:00:00.0`00000000000000000005`1970-02-15 01:00:00.0`1972-08-02 02:00:00.0`1971-10-11 01:00:00.0`00000000000000000002`20934`2012-07-19 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000fv`1970-05-18 01:00:00.0`1972-08-04 02:00:00.0`00000000000000000003`1970-02-09 01:00:00.0`1972-02-14 01:00:00.0`1971-11-21 01:00:00.0`00000000000000000001`21318`2012-07-02 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000k0`1970-10-17 01:00:00.0`1972-01-02 01:00:00.0`00000000000000000001`1970-01-06 01:00:00.0`1972-07-27 02:00:00.0`1972-01-17 01:00:00.0`00000000000000000002`21467`2012-06-28 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000fi`1970-06-08 02:00:00.0`1972-04-09 01:00:00.0`00000000000000000002`1970-04-08 01:00:00.0`1972-03-02 01:00:00.0`1972-01-09 01:00:00.0`00000000000000000001`21305`2012-07-17 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000am`1970-03-14 01:00:00.0`1972-10-10 01:00:00.0`00000000000000000004`1970-02-26 01:00:00.0`1972-08-19 02:00:00.0`1971-10-14 01:00:00.0`00000000000000000002`21100`2012-07-23 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000nn`1970-08-29 02:00:00.0`1972-05-18 01:00:00.0`00000000000000000005`1970-01-19 01:00:00.0`1972-01-26 01:00:00.0`1972-02-07 01:00:00.0`00000000000000000001`21598`2012-06-20 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000042`1970-07-06 02:00:00.0`1972-01-03 01:00:00.0`00000000000000000003`1970-03-02 01:00:00.0`1971-11-24 01:00:00.0`1972-01-27 01:00:00.0`00000000000000000002`20864`2012-07-05 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ld`1970-01-09 01:00:00.0`1972-05-05 01:00:00.0`00000000000000000001`1970-01-03 01:00:00.0`1972-04-04 01:00:00.0`1971-10-08 01:00:00.0`00000000000000000001`21516`2012-06-18 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000mv`1970-07-28 02:00:00.0`1972-09-24 02:00:00.0`00000000000000000002`1970-02-22 01:00:00.0`1971-10-23 01:00:00.0`1971-09-04 02:00:00.0`00000000000000000002`21570`2012-06-14 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000005t`1970-07-21 02:00:00.0`1971-11-14 01:00:00.0`00000000000000000004`1970-03-11 01:00:00.0`1972-02-26 01:00:00.0`1972-01-07 01:00:00.0`00000000000000000001`20927`2012-07-20 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000at`1970-07-01 02:00:00.0`1972-09-29 02:00:00.0`00000000000000000005`1970-04-05 01:00:00.0`1971-09-05 02:00:00.0`1971-12-05 01:00:00.0`00000000000000000002`21107`2012-07-16 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000000o`1970-09-25 02:00:00.0`1972-03-23 01:00:00.0`00000000000000000003`1970-01-25 01:00:00.0`1972-02-02 01:00:00.0`1971-10-25 01:00:00.0`00000000000000000001`21285`2012-07-22 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000hc`1970-10-04 01:00:00.0`1972-07-06 02:00:00.0`00000000000000000001`1970-03-22 01:00:00.0`1971-09-19 02:00:00.0`1972-02-08 01:00:00.0`00000000000000000002`21371`2012-06-13 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000028`1970-04-24 01:00:00.0`1971-09-13 02:00:00.0`00000000000000000002`1970-03-04 01:00:00.0`1972-02-09 01:00:00.0`1972-02-22 01:00:00.0`00000000000000000001`20798`2012-07-13 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000001q`1970-07-31 02:00:00.0`1972-08-28 02:00:00.0`00000000000000000004`1970-05-02 01:00:00.0`1972-03-19 01:00:00.0`1971-09-17 02:00:00.0`00000000000000000002`20780`2012-07-21 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000gr`1970-09-24 02:00:00.0`1972-09-16 02:00:00.0`00000000000000000005`1970-04-30 01:00:00.0`1972-03-24 01:00:00.0`1971-10-29 01:00:00.0`00000000000000000001`21350`2012-06-11 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000f3`1970-08-03 02:00:00.0`1972-04-01 01:00:00.0`00000000000000000003`1970-03-09 01:00:00.0`1972-08-01 02:00:00.0`1972-03-17 01:00:00.0`00000000000000000002`21261`2012-06-29 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000m9`1970-02-19 01:00:00.0`1971-10-13 01:00:00.0`00000000000000000001`1970-03-31 01:00:00.0`1972-06-07 02:00:00.0`1972-02-01 01:00:00.0`00000000000000000001`21548`2012-06-27 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000hy`1970-09-23 02:00:00.0`1972-01-12 01:00:00.0`00000000000000000002`1970-04-03 01:00:00.0`1972-05-25 01:00:00.0`1971-09-01 02:00:00.0`00000000000000000002`21393`2012-07-10 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000i4`1970-04-07 01:00:00.0`1972-01-13 01:00:00.0`00000000000000000004`1970-05-03 01:00:00.0`1972-04-10 01:00:00.0`1971-10-21 01:00:00.0`00000000000000000001`21399`2012-06-30 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000mg`1970-11-17 01:00:00.0`1971-12-25 01:00:00.0`00000000000000000005`1970-02-02 01:00:00.0`1971-11-12 01:00:00.0`1972-04-08 01:00:00.0`00000000000000000002`21555`2012-07-01 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000n0`1970-09-06 02:00:00.0`1971-09-14 02:00:00.0`00000000000000000003`1970-03-01 01:00:00.0`1971-09-22 02:00:00.0`1971-11-07 01:00:00.0`00000000000000000001`21575`2012-06-24 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000009f`1970-06-04 02:00:00.0`1972-09-23 02:00:00.0`00000000000000000001`1970-04-06 01:00:00.0`1972-01-19 01:00:00.0`1972-04-16 01:00:00.0`00000000000000000002`21057`2012-06-19 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000km`1970-06-27 02:00:00.0`1971-10-19 01:00:00.0`00000000000000000002`1970-02-25 01:00:00.0`1972-01-14 01:00:00.0`1971-12-02 01:00:00.0`00000000000000000001`21489`2012-07-12 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000003d`1970-07-25 02:00:00.0`1972-06-16 02:00:00.0`00000000000000000004`1970-02-28 01:00:00.0`1972-06-14 02:00:00.0`1972-04-02 01:00:00.0`00000000000000000002`20839`2012-07-14 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000003b`1970-10-13 01:00:00.0`1971-09-12 02:00:00.0`00000000000000000005`1970-02-21 01:00:00.0`1972-02-04 01:00:00.0`1972-01-23 01:00:00.0`00000000000000000001`20837`2012-07-04 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000001v`1970-12-14 01:00:00.0`1972-08-02 02:00:00.0`00000000000000000003`1970-03-05 01:00:00.0`1971-11-10 01:00:00.0`1972-03-26 01:00:00.0`00000000000000000002`20785`2012-07-08 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000kd`1970-09-26 02:00:00.0`1972-02-14 01:00:00.0`00000000000000000001`1970-02-08 01:00:00.0`1972-04-26 01:00:00.0`1971-09-23 02:00:00.0`00000000000000000001`21480`2012-06-16 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ow`1970-06-25 02:00:00.0`1972-07-27 02:00:00.0`00000000000000000002`1970-04-14 01:00:00.0`1972-03-03 01:00:00.0`1971-11-18 01:00:00.0`00000000000000000002`21643`2012-06-25 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000002h`1970-09-05 02:00:00.0`1972-03-02 01:00:00.0`00000000000000000004`1970-01-08 01:00:00.0`1971-09-07 02:00:00.0`1971-10-31 01:00:00.0`00000000000000000001`20807`2012-06-26 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000088`1970-10-06 01:00:00.0`1972-08-19 02:00:00.0`00000000000000000005`1970-01-23 01:00:00.0`1972-03-25 01:00:00.0`1971-12-29 01:00:00.0`00000000000000000002`21014`2012-07-03 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000hl`1970-06-15 02:00:00.0`1972-01-26 01:00:00.0`00000000000000000003`1970-03-10 01:00:00.0`1972-08-27 02:00:00.0`1971-12-27 01:00:00.0`00000000000000000001`21380`2012-06-21 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000008q`1970-09-12 02:00:00.0`1971-11-24 01:00:00.0`00000000000000000001`1970-01-26 01:00:00.0`1972-08-21 02:00:00.0`1971-11-05 01:00:00.0`00000000000000000002`21032`2012-07-09 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000002k`1970-06-24 02:00:00.0`1972-04-04 01:00:00.0`00000000000000000002`1970-03-26 01:00:00.0`1972-03-18 01:00:00.0`1971-11-27 01:00:00.0`00000000000000000001`20810`2012-06-23 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000ae`1970-06-03 02:00:00.0`1971-10-23 01:00:00.0`00000000000000000004`1970-02-13 01:00:00.0`1972-02-27 01:00:00.0`1971-11-30 01:00:00.0`00000000000000000002`21092`2012-06-12 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000hv`1970-05-24 01:00:00.0`1972-09-28 02:00:00.0`00000000000000000005`1970-04-20 01:00:00.0`1972-05-23 01:00:00.0`1971-12-30 01:00:00.0`00000000000000000001`21390`2012-07-06 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000fy`1970-04-17 01:00:00.0`1972-02-26 01:00:00.0`00000000000000000003`1970-01-28 01:00:00.0`1972-06-01 02:00:00.0`1972-01-22 01:00:00.0`00000000000000000002`21321`2012-06-17 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000m6`1970-01-18 01:00:00.0`1971-09-05 02:00:00.0`00000000000000000001`1970-04-01 01:00:00.0`1971-12-21 01:00:00.0`1972-01-24 01:00:00.0`00000000000000000001`21545`2012-07-15 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000fs`1970-05-09 01:00:00.0`1972-02-02 01:00:00.0`00000000000000000002`1970-01-04 01:00:00.0`1972-09-09 02:00:00.0`1972-02-19 01:00:00.0`00000000000000000002`21315`2012-06-10 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000hu`1970-10-29 01:00:00.0`1971-09-19 02:00:00.0`00000000000000000004`1970-03-20 01:00:00.0`1972-08-30 02:00:00.0`1971-10-01 01:00:00.0`00000000000000000001`21389`2012-06-22 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000f8`1970-07-09 02:00:00.0`1972-10-06 01:00:00.0`00000000000000000005`1970-01-11 01:00:00.0`1972-03-28 01:00:00.0`1971-10-28 01:00:00.0`00000000000000000002`21662`2012-07-11 02:00:00.0`2013-05-08 02:00:00.0
0000000000000000003e`1970-08-25 02:00:00.0`1972-09-21 02:00:00.0`00000000000000000003`1970-04-12 01:00:00.0`1972-08-31 02:00:00.0`1971-12-03 01:00:00.0`00000000000000000001`20840`2012-07-07 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000041`1970-03-24 01:00:00.0`1972-02-09 01:00:00.0`00000000000000000001`1970-04-23 01:00:00.0`1972-05-22 01:00:00.0`1971-10-24 01:00:00.0`00000000000000000002`20863`2012-06-09 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000kn`1970-04-25 01:00:00.0`1972-03-19 01:00:00.0`00000000000000000002`1970-02-07 01:00:00.0`1972-03-31 01:00:00.0`1971-10-27 01:00:00.0`00000000000000000001`21490`2012-06-15 02:00:00.0`2013-05-08 02:00:00.0
00000000000000000043`1970-11-06 01:00:00.0`1972-03-24 01:00:00.0`00000000000000000004`1970-03-13 01:00:00.0`1972-09-10 02:00:00.0`1972-03-13 01:00:00.0`00000000000000000002`20865`2012-07-18 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000m3`1970-01-22 01:00:00.0`1972-08-01 02:00:00.0`00000000000000000005`1970-03-21 01:00:00.0`1971-10-18 01:00:00.0`1971-10-20 01:00:00.0`00000000000000000001`21542`2012-07-19 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000dm`1970-03-12 01:00:00.0`1972-06-07 02:00:00.0`00000000000000000003`1970-02-06 01:00:00.0`1972-05-21 01:00:00.0`1972-02-16 01:00:00.0`00000000000000000002`21208`2012-07-02 02:00:00.0`2013-05-08 02:00:00.0
000000000000000000hk`1970-12-16 01:00:00.0`1972-05-25 01:00:00.0`00000000000000000001`1970-05-01 01:00:00.0`1971-12-04 01:00:00.0`1972-01-08 01:00:00.0`00000000000000000001`21379`2012-06-28 02:00:00.0`2013-05-08 02:00:00.0
